2024-08-23 11:42:19,823 [ 1] INFO  Unity: LoadingManager start
2024-08-23 11:44:36,775 [ 1] INFO  Unity: Character_2_士士 OnDestroy :ID:2 POS:(5000, 4000, 820) DIR:(100, 0, 0) SPD:0 
2024-08-23 11:44:36,837 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:37,588 [ 1] INFO  Unity: Select Char:[0]士士[Warrior]
2024-08-23 11:44:37,975 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0
2024-08-23 11:44:37,993 [ 1] INFO  Unity: OnGameEnter:Success [None]
2024-08-23 11:44:37,994 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:1
2024-08-23 11:44:37,994 [ 1] INFO  Unity: AddCharacter:3:士士 Map:1 Entity:(3:pos:(5000,4000,820),dir:(100,0,0),spd:0
2024-08-23 11:44:37,995 [ 1] INFO  Unity: GameObject Created
2024-08-23 11:44:37,996 [ 1] INFO  Unity: LoadLevel: MainCity
2024-08-23 11:44:38,370 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:38,371 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:38,451 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:38,452 [ 1] INFO  Unity: ---before if.cs
2024-08-23 11:44:38,452 [ 1] INFO  Unity: --- load resbuluzheng
2024-08-23 11:44:38,453 [ 1] INFO  Unity: ---Minimap transform (0.0, 0.0, 0.0)
2024-08-23 11:44:38,453 [ 1] INFO  Unity: ---Minimap transform (0.0, 0.0, 0.0)
2024-08-23 11:44:42,571 [ 1] INFO  Unity: LoadLevel: CharSelect
2024-08-23 11:44:42,572 [ 1] INFO  Unity: UserGameLeaveRequest
2024-08-23 11:44:42,643 [ 1] INFO  Unity: OnMapCharacterLeave: CharID:3
2024-08-23 11:44:42,644 [ 1] INFO  Unity: RemoveCharacter:3
2024-08-23 11:44:42,644 [ 1] INFO  Unity: OnGameLeave: Success [None]
2024-08-23 11:44:42,645 [ 1] INFO  Unity: Character_3_士士 OnDestroy :ID:3 POS:(5000, 4000, 820) DIR:(100, 0, 0) SPD:0 
2024-08-23 11:44:42,708 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:43,310 [ 1] INFO  Unity: Select Char:[0]士士[Warrior]
2024-08-23 11:44:43,673 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0
2024-08-23 11:44:43,690 [ 1] INFO  Unity: OnGameEnter:Success [None]
2024-08-23 11:44:43,690 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:1
2024-08-23 11:44:43,691 [ 1] INFO  Unity: AddCharacter:4:士士 Map:1 Entity:(4:pos:(5000,4000,820),dir:(100,0,0),spd:0
2024-08-23 11:44:43,691 [ 1] INFO  Unity: GameObject Created
2024-08-23 11:44:43,693 [ 1] INFO  Unity: LoadLevel: MainCity
2024-08-23 11:44:44,071 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:44,071 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:44,152 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:44,152 [ 1] INFO  Unity: ---before if.cs
2024-08-23 11:44:44,153 [ 1] INFO  Unity: --- load resbuluzheng
2024-08-23 11:44:44,153 [ 1] INFO  Unity: ---Minimap transform (0.0, 0.0, 0.0)
2024-08-23 11:44:44,154 [ 1] INFO  Unity: ---Minimap transform (0.0, 0.0, 0.0)
2024-08-23 11:44:46,964 [ 1] INFO  Unity: OnDestroy NetworkManager.
2024-08-23 11:44:46,964 [ 1] WARN  Unity: CloseConnection(), errorCode: 1007
UnityEngine.Debug:LogWarning(Object)
Network.NetClient:CloseConnection(Int32) (at Assets/Scripts/Network/NetClient.cs:180)
Network.NetClient:OnDestroy() (at Assets/Scripts/Network/NetClient.cs:175)

2024-08-23 11:44:46,967 [ 1] INFO  Unity: Character_4_士士 OnDestroy :ID:4 POS:(5000, 4000, 820) DIR:(100, 0, 0) SPD:0 
